phenotypeId,webApiCohortId,cohortName,oldCohortName,logicDescription,cohortId,referentConceptId,cohortType,PMID,oldPhenotypeId,referentConceptName
199074000,17380,Acute pancreatitis referent prevalent cohort,[PL 199074002] Acute pancreatitis referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (199074) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",199074002,199074,referent,,199074000,Acute pancreatitis
199074000,17747,Acute pancreatitis prevalent cohort: defined by condition occurrences of Acute pancreatitis conceptset occurring between start and end of inpatient or ER visit,[PL 199074003] Acute pancreatitis prevalent cohort: defined by condition occurrences of 'Acute pancreatitis' conceptset occurring between start and end of inpatient or ER visit,,199074003,199074,,,199074000,Acute pancreatitis
4094294000,17375,Abdominal pain referent incident cohort,[PL 200219001] Abdominal pain referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (200219) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",200219001,200219,referent,,200219000,Abdominal pain
4094294000,17374,Abdominal pain referent prevalent cohort,[PL 200219002] Abdominal pain referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (200219) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",200219002,200219,referent,,200219000,Abdominal pain
4212540000,17421,Autoimmune hepatitis referent incident cohort,[PL 200762001] Autoimmune hepatitis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (200762) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",200762001,200762,referent,,200762000,Autoimmune hepatitis
4212540000,17420,Autoimmune hepatitis referent prevalent cohort,[PL 200762002] Autoimmune hepatitis referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (200762) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",200762002,200762,referent,,200762000,Autoimmune hepatitis
4212540000,17059,Autoimmune Hepatitis incidence cohort including non standard code of autoimmune chronic active hepatitis,[PL 200762003] Autoimmune Hepatitis incidence cohort including non standard code of autoimmune chronic active hepatitis,Autoimmune Hepatitis (or non standard codes) at first diagnosis with 365 days continuous observation. Cohort exit is the end of continuous observable time for the person.,200762003,200762,,,200762000,Autoimmune hepatitis
4212540000,16903,Autoimmune Hepatitis incident cohort with a second diagnosis within 12 month after index date,[PL 200762004] Autoimmune Hepatitis incident cohort with a second diagnosis within 12 month after index date,Autoimmune Hepatitis incident disease with a second diagnosis within 12 month after index date,200762004,200762,,,200762000,Autoimmune hepatitis
4212540000,16904,Autoimmune Hepatitis incident cohort with a second diagnosis within 24 month after index date,[PL 200762005] Autoimmune Hepatitis incident cohort with a second diagnosis within 24 month after index date,Autoimmune Hepatitis incident disease with a second diagnosis within 24 month after index date,200762005,200762,,,200762000,Autoimmune hepatitis
201965000,18709,Toxic shock syndrome referent incident cohort,[PL 201214001] Toxic shock syndrome referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (201214) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",201214001,201214,referent,,201214000,Toxic shock syndrome
201965000,18708,Toxic shock syndrome referent prevalent cohort,[PL 201214002] Toxic shock syndrome referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (201214) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",201214002,201214,referent,,201214000,Toxic shock syndrome
201820000,17693,Type 1 diabetes mellitus referent incident cohort,[PL 201254001] Type 1 diabetes mellitus referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (201254) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",201254001,201254,referent,,201254000,Type 1 diabetes mellitus
201820000,17692,Type 1 diabetes mellitus referent prevalent cohort,[PL 201254002] Type 1 diabetes mellitus referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (201254) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",201254002,201254,referent,,201254000,Type 1 diabetes mellitus
201820000,18999,Type 1 diabetes mellitus design diagnostics 1 cohort,[PL 201254003] Type 1 diabetes mellitus incident cohort: First occurrence of 'Type 1 diabetes mellitus' concept with >=365d prior observation,Type 1 diabetes,201254003,201254,design diagnostics,,201254000,Type 1 diabetes mellitus
4043371000,17489,Gastritis referent incident cohort,[PL 201340001] Gastritis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (201340) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",201340001,201340,referent,,201340000,Gastritis
4043371000,17488,Gastritis referent prevalent cohort,[PL 201340002] Gastritis referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (201340) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",201340002,201340,referent,,201340000,Gastritis
4043371000,17455,Crohns disease referent incident cohort,[PL 201606001] Crohn's disease referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (201606) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",201606001,201606,referent,,201606000,Crohn's disease
4043371000,17454,Crohns disease referent prevalent cohort,[PL 201606002] Crohn's disease referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (201606) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",201606002,201606,referent,,201606000,Crohn's disease
4043371000,15078,Crohns disease for first time with no history (Thirumurthi),[PL 201606003] Crohn's disease for first time with no history (Thirumurthi),"Crohn's disease (validated concept set) at first diagnosis with 365 days continuous observation, with no history of crohn's disease. Cohort exit is the end of continuous observable time for the person.",201606003,201606,literature,20033847,201606000,Crohn's disease
4043371000,16402,Crohns disease for first time with 5 occurrences in 4 years after and no history of code (Benchimol),[PL 201606004] Crohn's disease for first time with 5 occurrences in 4 years after and no history of code (Benchimol),"Crohn's disease (validated concept set) at first diagnosis with 365 days continuous observation, with no history of crohn's disease, and atleast 4 visits in 4 years. Cohort exit is the end of continuous observable time for the person.",201606004,201606,literature,,201606000,Crohn's disease
4043371000,18820,Crohns Disease Ananthakrishnan 1,[PL 201606005] Crohns Disease Ananthakrishnan 1,Crohns Disease Ananthakrishnan (2013) 1+ codes,201606005,201606,literature,23567779,201606000,Crohn's disease
4043371000,18821,Crohns Disease Ananthakrishnan 2,[PL 201606006] Crohns Disease Ananthakrishnan 2,Crohns Disease Ananthakrishnan (2013) 5+ codes,201606006,201606,literature,23567779,201606000,Crohn's disease
4043371000,18822,Crohns Disease Ananthakrishnan 3,[PL 201606007] Crohns Disease Ananthakrishnan 3,Crohns Disease Ananthakrishnan (2013) 1+ codes + endoscopy,201606007,201606,literature,23567779,201606000,Crohn's disease
4043371000,18823,Crohns Disease Ananthakrishnan 4,[PL 201606008] Crohns Disease Ananthakrishnan 4,Crohns Disease Ananthakrishnan (2013) 4+ codes out-patient or 2+ codes in-patient,201606008,201606,literature,23567779,201606000,Crohn's disease
4043371000,18824,Crohns Disease Stepaniuk 1,[PL 201606009] Crohns Disease Stepaniuk 1,Crohns Disease Stepaniuk (2015) 1+ codes In-patient,201606009,201606,literature,25874650,201606000,Crohn's disease
4043371000,18825,Crohns Disease Thirumurthi 1,[PL 201606010] Crohns Disease Thirumurthi 1,Crohns Disease Thirumurthi (2010) 1+ codes In-patient,201606010,201606,literature,20033847,201606000,Crohn's disease
201620000,17545,Kidney stone referent incident cohort,[PL 201620001] Kidney stone referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (201620) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",201620001,201620,referent,,201620000,Kidney stone
201620000,17544,Kidney stone referent prevalent cohort,[PL 201620002] Kidney stone referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (201620) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",201620002,201620,referent,,201620000,Kidney stone
201820000,17695,Type 2 diabetes mellitus referent incident cohort,[PL 201826001] Type 2 diabetes mellitus referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (201826) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",201826001,201826,referent,,201826000,Type 2 diabetes mellitus
201820000,17694,Type 2 diabetes mellitus referent prevalent cohort,[PL 201826002] Type 2 diabetes mellitus referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (201826) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",201826002,201826,referent,,201826000,Type 2 diabetes mellitus
201820000,17720,Type 2 diabetes mellitus prevalent cohort: First condition occurrence of Type 2 diabetes mellitus conceptset or observation of History of diabetes,[PL 201826003] Type 2 diabetes mellitus prevalent cohort:  First condition occurrence of 'Type 2 diabetes mellitus' conceptset or observation of 'History of diabetes',,201826003,201826,,,201826000,Type 2 diabetes mellitus
201820000,18933,Type 2 diabetes mellitus incident cohort: First condition occurrence of Type 2 diabetes mellitus conceptset and no prior observation of History of diabetes,[PL 201826004] Type 2 diabetes mellitus incident cohort:  First condition occurrence of 'Type 2 diabetes mellitus' conceptset and no prior observation of 'History of diabetes',Type 2 diabetes mellitus incident cohort: First condition occurrence of 'Type 2 diabetes mellitus' conceptset and no prior observation of 'History of diabetes',201826004,201826,,,201826000,Type 2 diabetes mellitus
201820000,18934,Type 2 diabetes mellitus incident cohort: First condition occurrence of Type 2 diabetes mellitus conceptset or Type 2 diabetes treatment or HbA1c > 6.5 and no prior observation of History of diabetes,[PL 201826005] Type 2 diabetes mellitus incident cohort: First condition occurrence of 'Type 2 diabetes mellitus' conceptset or Type 2 diabetes treatment or HbA1c > 6.5 and no prior observation of 'History of diabetes',Type 2 diabetes mellitus incident cohort: First condition occurrence of 'Type 2 diabetes mellitus' conceptset or Type 2 diabetes treatment or HbA1c > 6.5 and no prior observation of 'History of diabetes',201826005,201826,,,201826000,Type 2 diabetes mellitus
201820000,18972,"Type 2 diabetes mellitus, pheKB 2012","[PL 201826006] Type 2 diabetes mellitus, pheKB 2012","Type 2 diabetes mellitus, pheKB 2012",201826006,201826,literature,,201826000,Type 2 diabetes mellitus
201820000,18964,Type 2 diabetes mellitus by Miller 2004,[PL 201826007] Type 2 diabetes mellitus by Miller 2004,Prescription for a diabetes medication in the current year and/or 2+ diabetes codes from inpatient and/or outpatient visits over a 24-month period,201826007,201826,literature,,201826000,Type 2 diabetes mellitus
201820000,19031,Type 2 diabetes mellitus incident cohort: First condition occurrence of Type 2 diabetes mellitus conceptset or Type 2 diabetes treatment or HbA1c > 6.5 and no prior observation of History of diabetes and observation period of 365 days,[PL 201826008] Type 2 diabetes mellitus incident cohort: First condition occurrence of 'Type 2 diabetes mellitus' conceptset or Type 2 diabetes treatment or HbA1c > 6.5 and no prior observation of 'History of diabetes' and observation period of 365 days,Type 2 diabetes mellitus incident cohort: First condition occurrence of 'Type 2 diabetes mellitus' conceptset or Type 2 diabetes treatment or HbA1c > 6.5 and no prior observation of 'History of diabetes' and observation period of 365 days,201826008,201826,,,201826000,Type 2 diabetes mellitus
254443000,18754,Sjögrens syndrome referent incident cohort,[PL 254443001] Sjögren's syndrome referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (254443) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",254443001,254443,referent,,254443000,Sjögren's syndrome
254443000,18753,Sjögrens syndrome referent prevalent cohort,[PL 254443002] Sjögren's syndrome referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (254443) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",254443002,254443,referent,,254443000,Sjögren's syndrome
254443000,8816,Sjogrens syndrome at first diagnosis,[PL 254443003] Sjogren's syndrome at first diagnosis,Sjogrens Syndrome at first diagnosis with 365 days continuous observation. Cohort exit is the end of continuous observable time for the person.,254443003,254443,,,254443000,Sjögren's syndrome
254443000,18367,Sjogrens syndrome wtih keratoconjunctivitis sicca at first diagnosis,[PL 254443004] Sjogren's syndrome wtih keratoconjunctivitis sicca at first diagnosis,Sjogrens Syndrome with keratoconjunctivitis sicca at first diagnosis with 365 days continuous observation. Cohort exit is the end of continuous observable time for the person.,254443004,254443,,,254443000,Sjögren's syndrome
4094294000,17453,Cough referent incident cohort,[PL 254761001] Cough referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (254761) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",254761001,254761,referent,,254761000,Cough
4094294000,17452,Cough referent prevalent cohort,[PL 254761002] Cough referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (254761) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",254761002,254761,referent,,254761000,Cough
4094294000,17722,"Cough prevalent cohort: Episodes of cough, defined by condition occurrences of Cough conceptset","[PL 254761003] Cough prevalent cohort:  Episodes of cough, defined by condition occurrences of 'Cough' conceptset",,254761003,254761,,,254761000,Cough
255573000,17445,Chronic obstructive lung disease referent incident cohort,[PL 255573001] Chronic obstructive lung disease referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (255573) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",255573001,255573,referent,,255573000,Chronic obstructive lung disease
255573000,17444,Chronic obstructive lung disease referent prevalent cohort,[PL 255573002] Chronic obstructive lung disease referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (255573) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",255573002,255573,referent,,255573000,Chronic obstructive lung disease
255573000,17742,"Hospitalization for Chronic obstructive pulmonary disease, defined by inpatient visit with a primary condition occurrence of COPD conceptset","[PL 255573003] Hospitalization for Chronic obstructive pulmonary disease, defined by inpatient visit with a primary condition occurrence of 'COPD' conceptset",,255573003,255573,,,255573000,Chronic obstructive lung disease
255573000,17766,"Chronic obstructive pulmonary disease (COPD) prevalent cohort, defined by condition occurrence of COPD or drug exposure for COPD mono- or combo-therapy at age>55 and no condition of asthma","[PL 255573004] Chronic obstructive pulmonary disease (COPD) prevalent cohort, defined by condition occurrence of COPD or drug exposure for COPD mono- or combo-therapy at age>55 and no condition of asthma",,255573004,255573,,,255573000,Chronic obstructive lung disease
255848000,17629,Pneumonia referent incident cohort,[PL 255848001] Pneumonia referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (255848) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",255848001,255848,referent,,255848000,Pneumonia
255848000,17628,Pneumonia referent prevalent cohort,[PL 255848002] Pneumonia referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (255848) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",255848002,255848,referent,,255848000,Pneumonia
255848000,17727,"Pneumonia during hospitalization, defined by condition occurrences of Pneumonia conceptset occurring between start and end of inpatient visit","[PL 255848003] Pneumonia during hospitalization, defined by condition occurrences of 'Pneumonia' conceptset occurring between start and end of inpatient visit",,255848003,255848,,,255848000,Pneumonia
255848000,17743,"Pneumonia prevalent cohort: Episodes of pneumonia, defined by condition occurrences of pneumonia conceptset","[PL 255848004] Pneumonia prevalent cohort: Episodes of pneumonia, defined by condition occurrences of 'pneumonia' conceptset",,255848004,255848,,,255848000,Pneumonia
43021226000,17391,Allergic rhinitis referent incident cohort,[PL 257007001] Allergic rhinitis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (257007) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",257007001,257007,referent,,257007000,Allergic rhinitis
43021226000,17390,Allergic rhinitis referent prevalent cohort,[PL 257007002] Allergic rhinitis referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (257007) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",257007002,257007,referent,,257007000,Allergic rhinitis
257628000,17679,Systemic lupus erythematosus referent incident cohort,[PL 257628001] Systemic lupus erythematosus referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (257628) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",257628001,257628,referent,,257628000,Systemic lupus erythematosus
257628000,17678,Systemic lupus erythematosus referent prevalent cohort,[PL 257628002] Systemic lupus erythematosus referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (257628) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",257628002,257628,referent,,257628000,Systemic lupus erythematosus
257628000,13719,Systemic lupus erythematosus (SLE) at first diagnosis,[PL 257628003] Systemic lupus erythematosus (SLE) at first diagnosis,Systemic Lupus Erythematosus at first diagnosis with 365 days continuous observation. Cohort exit is the end of continuous observable time for the person.,257628003,257628,,,257628000,Systemic lupus erythematosus
257628000,18544,"Systemic lupus erythematosus (SLE) as per Hanly et al (Canada, 2014)","[PL 257628004] Systemic lupus erythematosus (SLE) as per Hanly et al (Canada, 2014)",,257628004,257628,literature,,257628000,Systemic lupus erythematosus
257628000,18551,"Systemic lupus erythematosus (SLE) as per Klein et al (US, 2010)","[PL 257628005] Systemic lupus erythematosus (SLE) as per Klein et al (US, 2010)",,257628005,257628,literature,,257628000,Systemic lupus erythematosus
257628000,18559,"Systemic lupus erythematosus (SLE), Incident as per Rees et al (UK, 2016)","[PL 257628006] Systemic lupus erythematosus (SLE), Incident as per Rees et al (UK, 2016)",,257628006,257628,literature,,257628000,Systemic lupus erythematosus
257628000,18605,Systemic lupus erythematosus (SLE) as per Chibnik et al (2 diagnoses of SLE),[PL 257628007] Systemic lupus erythematosus (SLE) as per Chibnik et al (2 diagnoses of SLE),,257628007,257628,literature,,257628000,Systemic lupus erythematosus
257628000,18826,Systemic Lupus Erythmatosus Hanly 1,[PL 257628008] Systemic Lupus Erythmatosus Hanly 1,Systemic Lupus Erythematosus Hanly (2014) 2+ codes least 2 months apart,257628008,257628,literature,25057038,257628000,Systemic lupus erythematosus
257628000,18827,Systemic Lupus Erythmatosus Hanly 2,[PL 257628009] Systemic Lupus Erythmatosus Hanly 2,Systemic Lupus Erythematosus Hanly (2014) 3+ codes,257628009,257628,literature,25057038,257628000,Systemic lupus erythematosus
257628000,18828,Systemic Lupus Erythmatosus Hanly 3,[PL 257628010] Systemic Lupus Erythmatosus Hanly 3,Systemic Lupus Erythematosus Hanly (2014) 1+ codes,257628010,257628,literature,25057038,257628000,Systemic lupus erythematosus
257628000,18829,Systemic Lupus Erythmatosis Jorge 1,[PL 257628011] Systemic Lupus Erythmatosis Jorge 1,Systemic Lupus Erythematosus Jorge (2019) 4+ codes and ever antimalarial use,257628011,257628,literature,30665626,257628000,Systemic lupus erythematosus
257628000,18830,Systemic Lupus Erythmatosis Jorge 2,[PL 257628012] Systemic Lupus Erythmatosis Jorge 2,Systemic Lupus Erythematosus Jorge (2019) 3+ codes and ever antimalarial use,257628012,257628,literature,30665626,257628000,Systemic lupus erythematosus
257628000,18831,Systemic Lupus Erythmatosis Jorge 3,[PL 257628013] Systemic Lupus Erythmatosis Jorge 3,Systemic Lupus Erythematosus Jorge (2019) 3+ codes and ever DMARD use and ever steroid use,257628013,257628,literature,30665626,257628000,Systemic lupus erythematosus
257628000,18832,Systemic Lupus Erythmatosis Jorge 4,[PL 257628014] Systemic Lupus Erythmatosis Jorge 4,Systemic Lupus Erythematosus Jorge (2019) 4+ codes and ever DMARD use and ever steroid use,257628014,257628,literature,30665626,257628000,Systemic lupus erythematosus
4185932000,17379,Acute myocardial infarction referent incident cohort,[PL 312327001] Acute myocardial infarction referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (312327) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",312327001,312327,referent,,312327000,Acute myocardial infarction
4185932000,17378,Acute myocardial infarction referent prevalent cohort,[PL 312327002] Acute myocardial infarction referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (312327) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",312327002,312327,referent,,312327000,Acute myocardial infarction
4185932000,17753,"Acute myocardial infarction events, defined by condition occurrences of Acute myocardial Infarction conceptset occurring between start and end of inpatient or ER visit","[PL 312327003] Acute myocardial infarction events, defined by condition occurrences of 'Acute myocardial Infarction' conceptset occurring between start and end of inpatient or ER visit","Episodes of Acute myocardial infarction events, defined by condition occurrences of 'Acute myocardial Infarction' conceptset occurring between start and end of inpatient or ER visit. Exit criteria 7 days after start of index event.",312327003,312327,,,312327000,Acute myocardial infarction
4185932000,18935,"Acute myocardial infarction events, defined by condition occurrences of Acute myocardial Infarction conceptset","[PL 312327004] Acute myocardial infarction events, defined by condition occurrences of 'Acute myocardial Infarction' conceptset","Acute myocardial infarction events, defined by condition occurrences of 'Acute myocardial Infarction' conceptset",312327004,312327,,,312327000,Acute myocardial infarction
4094294000,17473,Dyspnea referent incident cohort,[PL 312437001] Dyspnea referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (312437) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",312437001,312437,referent,,312437000,Dyspnea
4094294000,17472,Dyspnea referent prevalent cohort,[PL 312437002] Dyspnea referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (312437) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",312437002,312437,referent,,312437000,Dyspnea
4094294000,17725,"Dyspnea prevalent cohort: Episodes of dyspnea, defined by condition occurrences of shortness of breath (dyspnea) conceptset","[PL 312437003] Dyspnea prevalent cohort:  Episodes of dyspnea, defined by condition occurrences of 'shortness of breath (dyspnea)' conceptset","Episodes of dyspnea, defined by condition occurrences of 'shortness of breath (dyspnea)' conceptset.",312437003,312437,,,312437000,Dyspnea
312939000,18703,Thromboangiitis obliterans referent incident cohort,[PL 312939001] Thromboangiitis obliterans referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (312939) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",312939001,312939,referent,,312939000,Thromboangiitis obliterans
312939000,18702,Thromboangiitis obliterans referent prevalent cohort,[PL 312939002] Thromboangiitis obliterans referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (312939) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",312939002,312939,referent,,312939000,Thromboangiitis obliterans
44784217000,17415,Atrial fibrillation referent incident cohort,[PL 313217001] Atrial fibrillation referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (313217) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",313217001,313217,referent,,313217000,Atrial fibrillation
44784217000,17414,Atrial fibrillation referent prevalent cohort,[PL 313217002] Atrial fibrillation referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (313217) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",313217002,313217,referent,,313217000,Atrial fibrillation
44784217000,17736,"Supraventricular arrythymia during hospitalization, defined by condition occurrences of Supraventricular arrythymia conceptset occurring between start and end of inpatient visit","[PL 313217003] Supraventricular arrythymia during hospitalization, defined by condition occurrences of 'Supraventricular arrythymia' conceptset occurring between start and end of inpatient visit",,313217003,313217,,,313217000,Atrial fibrillation
44784217000,17746,"Cardiac arrhythmia during hospitalization, defined by condition occurrences, procedures, devices and drugs occurring between start and end of inpatient visit","[PL 313217004] Cardiac arrhythmia during hospitalization, defined by condition occurrences, procedures, devices and drugs occurring between start and end of inpatient visit",,313217004,313217,,,313217000,Atrial fibrillation
44784217000,7399,"Cardiac arrhythmia prevalent cohort, defined by condition occurrence of Cardiac arrhythmia conceptset, with a second diagnosis or treatment anytime after","[PL 313217005] Cardiac arrhythmia prevalent cohort, defined by condition occurrence of 'Cardiac arrhythmia' conceptset, with a second diagnosis or treatment anytime after",,313217005,313217,,,313217000,Atrial fibrillation
44784217000,17878,Atrial fibrillation design diagnostics 1 cohort,"[PL 313217006] Atrial fibrillation incident cohort: First occurrence of Atrial fibrillation with descendants with >=365d prior observation, removing family history code","First occurrence of Atrial fibrillation with descendants with >=365d prior observation, removing family history code",313217006,313217,design diagnostics,,313217000,Atrial fibrillation
44784217000,18866,Atrial Fibrillation Navar-Boggan 1,[PL 313217007] Atrial Fibrillation Navar-Boggan 1,Atrial Fibrillation Navar-Boggan (2015) 1+ codes inpatient or 2+ codes outpatient or emergency department visits,313217007,313217,literature,,313217000,Atrial fibrillation
4137275000,18651,Granulomatosis with polyangiitis referent incident cohort,[PL 313223001] Granulomatosis with polyangiitis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (313223) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",313223001,313223,referent,,313223000,Granulomatosis with polyangiitis
4137275000,18650,Granulomatosis with polyangiitis referent prevalent cohort,[PL 313223002] Granulomatosis with polyangiitis referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (313223) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",313223002,313223,referent,,313223000,Granulomatosis with polyangiitis
313459000,17677,Sleep apnea referent incident cohort,[PL 313459001] Sleep apnea referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (313459) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",313459001,313459,referent,,313459000,Sleep apnea
313459000,17676,Sleep apnea referent prevalent cohort,[PL 313459002] Sleep apnea referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (313459) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",313459002,313459,referent,,313459000,Sleep apnea
313800000,18705,Thrombotic microangiopathy referent incident cohort,[PL 313800001] Thrombotic microangiopathy referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,"Persons with condition occurrence of referent concept (313800) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",313800001,313800,referent,,313800000,Thrombotic microangiopathy
313800000,18704,Thrombotic microangiopathy referent prevalent cohort,[PL 313800002] Thrombotic microangiopathy referent concept prevalent cohort: First occurrence of referent concept + descendants,"Persons with condition occurrence of referent concept (313800) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",313800002,313800,referent,,313800000,Thrombotic microangiopathy
313800000,18570,"Thrombotic microangiopathy events, based on diagnosis codes from Reynolds AJKD 2003 and Perkins NDT 2006","[PL 313800003] Thrombotic microangiopathy events, based on diagnosis codes from Reynolds AJKD 2003 and Perkins NDT 2006",,313800003,313800,literature,,313800000,Thrombotic microangiopathy
